def_name,def_pos,off_name,off_pos,route,ipa,comp_prob,result,epa
De'Vante Harris,CB,Curtis Samuel,WR,GO,-1.0786056518554688,0.1816658079624176,I,0.18600156063632298
Javien Elliott,CB,D.J. Moore,WR,SLANT,-3.0854523181915283,0.604116678237915,IN,6.12572348263932
Captain Munnerlyn,CB,Cameron Brate,TE,POST,41.95329248905182,0.4497494399547577,I,0.166989310671595
James Bradberry,CB,Mike Evans,WR,IN,-4.154610633850098,0.5718057155609131,C,-1.34674217096295
Thomas Davis,OLB,Cameron Brate,TE,OUT,-5.239027738571167,0.8751614689826965,C,-0.4240118884455421
Eric Reid,SS,Chris Godwin,WR,OUT,43.417659401893616,0.2946644723415375,I,0.32786015608428104
Donte Jackson,DB,Chris Godwin,WR,GO,-40.52865505218506,0.8065620064735413,C,-3.5764206899833595
Ryan Smith,CB,D.J. Moore,WR,HITCH,2.2092878818511963,0.8786794543266296,C,-1.5595272619728602
Ryan Smith,CB,D.J. Moore,WR,HITCH,-6.776154041290283,0.7862679362297058,C,-0.775754230937293
Ryan Smith,CB,Curtis Samuel,WR,POST,19.18393224477768,0.17823632061481476,I,0.436619613585864
Isaiah Johnson,S,Jarius Wright,WR,HITCH,-0.6410717964172363,0.9635802507400513,C,-2.33527083907799
De'Vante Harris,CB,Curtis Samuel,WR,HITCH,0.6833076477050781,0.8559573292732239,C,-0.218927616763304
De'Vante Harris,CB,Christian McCaffrey,RB,OUT,-26.589322090148926,0.8851169943809509,I,0.9834571427924851
Captain Munnerlyn,CB,Alan Cross,TE,FLAT,22.6284921169281,0.6335783004760742,C,0.326665206630467
Eric Reid,SS,Adam Humphries,WR,SLANT,-2.613532543182373,0.8976081013679504,I,0.9316871405164849
James Bradberry,CB,Mike Evans,WR,,2.8359536081552505,0.062462788075208664,I,-2.23770674102941
Captain Munnerlyn,CB,Adam Humphries,WR,SCREEN,0.06589293479919434,0.9758965969085693,C,0.220093674111733
Donte Jackson,DB,Chris Godwin,WR,OUT,-4.390478134155273,0.8520767092704773,C,-2.5995058564098104
Donte Jackson,DB,Bobo Wilson,WR,,13.429761677980423,0.10532922297716141,I,-3.16593653902169
Adarius Taylor,MLB,Cam Newton,QB,,12.197239696979523,0.05673705041408539,I,0.8128405596037191
Lavonte David,OLB,Christian McCaffrey,RB,ANGLE,5.868661403656006,0.7812748551368713,C,-2.86671219043725
Isaiah Johnson,S,D.J. Moore,WR,OUT,26.613914966583252,0.3840538263320923,C,-0.708412793100142
Ryan Smith,CB,Ian Thomas,TE,CROSS,0.9729564189910889,0.6418864130973816,C,-0.7053408379607099
Adarius Taylor,MLB,Jarius Wright,WR,CROSS,-2.0939886569976807,0.8704540133476257,C,-0.687879520885208
Javien Elliott,CB,D.J. Moore,WR,SCREEN,-0.12259483337402344,0.9797194600105286,C,-0.549160806772809
Ryan Smith,CB,Devin Funchess,WR,SLANT,-2.2538185119628906,0.913495659828186,C,-1.82786418876319
Donte Jackson,DB,Cameron Brate,TE,HITCH,-15.856534242630005,0.7084900736808777,C,-2.8156702649194103
James Bradberry,CB,Justin Watson,WR,IN,-7.413053512573242,0.8740625381469727,I,0.468588173905562
James Bradberry,CB,Adam Humphries,WR,,-3.9385318756103516,0.9526315927505493,C,0.697425876449672
Captain Munnerlyn,CB,Adam Humphries,WR,SCREEN,0.4007101058959961,0.9744734764099121,C,-0.21511140005751897
Captain Munnerlyn,CB,Chris Godwin,WR,IN,14.186334609985352,0.7700838446617126,C,-0.0827329856218715
James Bradberry,CB,Mike Evans,WR,GO,0.8694484829902649,0.07164648920297623,I,1.62820845915124
Javien Elliott,CB,Christian McCaffrey,RB,SCREEN,0.9162664413452148,0.8601884245872498,C,0.5963888457934761
De'Vante Harris,CB,Curtis Samuel,WR,HITCH,13.538362085819244,0.21630598604679108,C,-2.91423206769033
Andrew Adams,FS,Jarius Wright,WR,OUT,8.247074484825134,0.37218624353408813,IN,4.48564172466538
Mike Adams,FS,Adam Humphries,WR,IN,-1.1239826679229736,0.8987941741943359,C,-0.6511903523614001
Luke Kuechly,MLB,Mike Evans,WR,IN,7.203912734985352,0.37343716621398926,I,0.84184914771882
Captain Munnerlyn,CB,Cameron Brate,TE,FLAT,0.06867647171020508,0.8935976028442383,C,1.04727051817681
Lavonte David,OLB,Christian McCaffrey,RB,ANGLE,0.16946792602539062,0.8837553262710571,C,0.669172099449049
Javien Elliott,CB,Curtis Samuel,WR,CROSS,43.86279284954071,0.3830631673336029,C,-2.76810319176969
De'Vante Harris,CB,Curtis Samuel,WR,HITCH,55.58062493801117,0.19252833724021912,I,0.430914379173729
Lavonte David,OLB,Curtis Samuel,WR,HITCH,-3.8950085639953613,0.7766623497009277,C,-0.9975284459513349
Andrew Adams,FS,Curtis Samuel,WR,GO,-5.699872970581055,0.198857843875885,IN,4.33558284940866
Eric Reid,SS,Adam Humphries,WR,SCREEN,0.0423431396484375,0.9520169496536255,I,0.7644525964070921
Eric Reid,SS,Cameron Brate,TE,HITCH,62.4940887093544,0.2313087433576584,I,1.3437794710969198
Adarius Taylor,MLB,Christian McCaffrey,RB,OUT,-2.29341983795166,0.6401466131210327,C,0.080622196317771
Jordan Whitehead,DB,Ian Thomas,TE,CORNER,-30.878931283950806,0.7136043310165405,C,-1.009483712941
Lavonte David,OLB,Christian McCaffrey,RB,ANGLE,0.5257129669189453,0.9187099933624268,C,0.0913427211630102
Adarius Taylor,MLB,Devin Funchess,WR,POST,-1.732679270207882,0.02611139602959156,I,0.602519141696559
Josh Shaw,CB,Devin Funchess,WR,POST,-11.558961868286133,0.65190589427948,I,2.79980199691953
Andrew Adams,FS,Ian Thomas,TE,FLAT,-3.6838173866271973,0.91538405418396,C,0.0120283525637837
Lavonte David,OLB,Christian McCaffrey,RB,FLAT,-4.5703113079071045,0.9719722270965576,C,0.346660660387911
De'Vante Harris,CB,Curtis Samuel,WR,OUT,-4.482674598693848,0.8659078478813171,C,-0.40852122267584895
Andrew Adams,FS,Ian Thomas,TE,FLAT,1.365363597869873,0.863932192325592,C,0.00581632333413662
Javien Elliott,CB,D.J. Moore,WR,CORNER,30.81805557012558,0.21182920038700104,I,0.270496961361609
Ryan Smith,CB,D.J. Moore,WR,GO,5.306661128997803,0.2695883810520172,I,1.30376230385496
Nick Nelson,CB,Travis Kelce,TE,IN,9.154784679412842,0.7551423907279968,C,3.16463396235098
Kendall Fuller,CB,Jordy Nelson,WR,SCREEN,0.07178187370300293,0.9453222155570984,C,0.824648055671447
Kendall Fuller,CB,Seth Roberts,WR,SLANT,-3.9819061756134033,0.9086108803749084,C,1.24002933478643
Nick Nelson,CB,Chris Conley,WR,,25.738172233104706,0.1417538970708847,I,-1.61353623937561
Daryl Worley,CB,Travis Kelce,TE,OUT,0.20214319229125977,0.7562456727027893,C,-1.36476550060724
Steven Nelson,CB,Jordy Nelson,WR,GO,-1.392248272895813,0.1765395849943161,C,-1.9001686369206798
Shilique Calhoun,OLB,Patrick Mahomes,QB,,8.502417802810669,0.5052913427352905,I,0.31991564808156
Gareon Conley,CB,Demetrius Harris,TE,CORNER,-1.4370262622833252,0.7316330671310425,I,0.201842987985964
Tahir Whitehead,OLB,Damien Williams,RB,SCREEN,-2.776169776916504,0.9350889325141907,C,-0.0512692603299936
Nicholas Morrow,ILB,Damien Williams,RB,FLAT,0.8357644081115723,0.9274864792823792,C,0.852180422749703
Reggie Ragland,ILB,Jared Cook,TE,FLAT,0.32520294189453125,0.9491060376167297,C,0.18016404158485602
Eric Murray,FS,Jordy Nelson,WR,FLAT,2.623337507247925,0.9038987755775452,C,-1.5872224399894899
Steven Nelson,CB,Doug Martin,RB,FLAT,2.0418405532836914,0.889405369758606,C,0.723560869197443
Nick Nelson,CB,Demetrius Harris,TE,CROSS,-6.702613830566406,0.9318172931671143,C,-1.00796083794039
Gareon Conley,CB,Spencer Ware,RB,FLAT,1.2651264667510986,0.8422815799713135,C,0.523336996828125
Reggie Nelson,FS,Demetrius Harris,TE,SLANT,-16.162455081939697,0.8481354117393494,I,1.64777526253771
Orlando Scandrick,CB,Jared Cook,TE,HITCH,-2.7922987937927246,0.38568565249443054,I,0.5235984873210839
Reggie Ragland,ILB,Seth Roberts,WR,HITCH,-5.013459920883179,0.7242277264595032,I,0.48583816976828703
Anthony Hitchens,MLB,Jared Cook,TE,HITCH,-5.901163816452026,0.9084727168083191,C,-1.2398740201233702
Kendall Fuller,CB,Jordy Nelson,WR,FLAT,-0.27559995651245117,0.8242526650428772,C,0.242591843401765
Reggie Nelson,FS,Travis Kelce,TE,HITCH,53.17614525556564,0.16507722437381744,C,-2.18052285549612
Karl Joseph,SS,Tyreek Hill,WR,POST,14.376692473888397,0.18885086476802826,I,0.48147617709190704
Reggie Nelson,FS,Gehrig Dieter,WR,GO,-40.92775285243988,0.6106099486351013,I,0.8553196673985709
Nick Nelson,CB,Travis Kelce,TE,FLAT,9.141385555267334,0.4677920341491699,C,-2.34639024717035
Ron Parker,FS,Jared Cook,TE,CROSS,-3.623783588409424,0.8829694390296936,C,-2.1788809189198997
Kendall Fuller,CB,Jordy Nelson,WR,,-1.5755534172058105,0.9639273881912231,C,0.60420235231196
Ron Parker,FS,Jared Cook,TE,FLAT,33.85820984840393,0.5766054391860962,C,0.399012347320302
Orlando Scandrick,CB,Marcell Ateman,WR,HITCH,29.625284671783447,0.5816051363945007,C,0.216373267859261
Kendall Fuller,CB,Seth Roberts,WR,SLANT,0.21573305130004883,0.9324138164520264,C,-1.7926065643477902
Eric Murray,FS,Dwayne Harris,WR,SCREEN,0.47035813331604004,0.8861148953437805,C,-0.256989909509512
Kendall Fuller,CB,Jordy Nelson,WR,SLANT,-1.1529505252838135,0.7983409762382507,I,0.36318877278947204
Kendall Fuller,CB,Seth Roberts,WR,,30.231736600399017,0.1614907830953598,I,-0.91484410092636
Nicholas Morrow,ILB,Chris Conley,WR,HITCH,2.446925640106201,0.9163414835929871,C,0.0197481330951896
Reggie Nelson,FS,Travis Kelce,TE,POST,-12.653777003288269,0.36682239174842834,C,-0.7507563738784079
Nicholas Morrow,ILB,Travis Kelce,TE,FLAT,-0.43129920959472656,0.8824422359466553,C,-0.192807508062413
Daryl Worley,CB,Demarcus Robinson,WR,CORNER,-28.845030069351196,0.8187114000320435,C,-2.5148803772726
Marcus Gilchrist,FS,Travis Kelce,TE,OUT,41.03991091251373,0.4429101049900055,C,-2.70181747451097
Dorian O'Daniel,LB,Jordy Nelson,WR,CROSS,-3.1161606311798096,0.974202573299408,C,0.7800395887517699
Daniel Sorensen,SS,Jalen Richard,RB,FLAT,0.18318891525268555,0.8109369874000549,C,-1.97313550970763
Kendall Fuller,CB,Seth Roberts,WR,FLAT,1.6721487045288086,0.8921361565589905,C,0.13918147782122303
Steven Nelson,CB,Marcell Ateman,WR,CORNER,9.64396595954895,0.40245112776756287,I,1.24878330442013
Tahir Whitehead,OLB,Tyreek Hill,WR,IN,-18.191605806350708,0.8272063136100769,C,-1.36918283991164
Tahir Whitehead,OLB,Travis Kelce,TE,CROSS,-5.551594495773315,0.9030083417892456,C,-0.10557396821045802
Marcus Gilchrist,FS,Chris Conley,WR,CROSS,-0.37078857421875,0.7870914936065674,I,0.22021593370771803
Nicholas Morrow,ILB,Demetrius Harris,TE,SCREEN,-2.3474574089050293,0.8471636176109314,C,-1.30351679031658
Rashaan Melvin,CB,Tyreek Hill,WR,HITCH,43.215689063072205,0.22950449585914612,I,0.151912956430212
Orlando Scandrick,CB,Jordy Nelson,WR,OUT,-1.9208908081054688,0.8376643657684326,C,0.158529833052336
Orlando Scandrick,CB,Marcell Ateman,WR,GO,0.1390308141708374,0.06956039369106293,I,0.9139440011131941
Orlando Scandrick,CB,Jared Cook,TE,IN,-9.633415937423706,0.8917702436447144,C,-2.71366395759781
Orlando Scandrick,CB,Seth Roberts,WR,CORNER,2.9876843094825745,0.12988844513893127,I,0.23730183074025601
Anthony Hitchens,MLB,Jared Cook,TE,GO,-26.8195778131485,0.6836449503898621,C,-2.99427135982077
Nick Nelson,CB,Demetrius Harris,TE,CROSS,-5.760484933853149,0.8993502855300903,I,0.555117276609562
Marcus Gilchrist,FS,Tyreek Hill,WR,CORNER,-6.021612882614136,0.35926172137260437,I,1.59738616089591
Nick Nelson,CB,Tyreek Hill,WR,POST,-13.029223680496216,0.6532104015350342,I,0.493043296930766
Daryl Worley,CB,Travis Kelce,TE,SLANT,0.26981234550476074,0.7299521565437317,C,0.141166473219537
Daryl Worley,CB,Chris Conley,WR,POST,-1.5652179718017578,0.3156028091907501,I,0.400674398709911
Shilique Calhoun,OLB,Damien Williams,RB,,-12.837401032447815,0.39275607466697693,I,0.752979100184666
Reggie Nelson,FS,Travis Kelce,TE,POST,11.825963854789734,0.46048441529273987,C,-2.8049830195358996
Karl Joseph,SS,Demetrius Harris,TE,IN,0.8650064468383789,0.8140484690666199,C,-2.03329612413891
Orlando Scandrick,CB,Jordy Nelson,WR,HITCH,1.1256992816925049,0.8256940245628357,C,-0.761289478417968
Dorian O'Daniel,LB,Doug Martin,RB,FLAT,2.5781571865081787,0.8987354636192322,C,0.26765832834516295
Kendall Fuller,CB,Jordy Nelson,WR,SLANT,-3.018927574157715,0.9658487439155579,C,-1.2905570284890802
Anthony Hitchens,MLB,Lee Smith,TE,OUT,-8.064883947372437,0.7746328711509705,C,-1.3858465853138602
Nick Nelson,CB,Travis Kelce,TE,SCREEN,-0.15369653701782227,0.9837627410888672,C,0.592277240037615
Rashaan Melvin,CB,Chris Conley,WR,HITCH,27.309316396713257,0.6101360321044922,I,0.73675913026522
Gareon Conley,CB,Chris Conley,WR,FLAT,0.1859414391219616,0.008425982668995857,I,1.16926529585213
Orlando Scandrick,CB,Jordy Nelson,WR,,40.87383449077606,0.20491161942481995,I,-1.48485879429603
Orlando Scandrick,CB,Jordy Nelson,WR,GO,-3.3932089805603027,0.3291889727115631,C,-1.10249516641507
Kendall Fuller,CB,Jordy Nelson,WR,CROSS,32.39460289478302,0.14094865322113037,I,0.15659189198590698
Steven Nelson,CB,Marcell Ateman,WR,GO,9.835237264633179,0.7471336722373962,C,-1.85278523766089
Nick Nelson,CB,Chris Conley,WR,OUT,-1.5384197235107422,0.9181128740310669,C,-1.00388590844971
Tahir Whitehead,OLB,Travis Kelce,TE,HITCH,-21.50353193283081,0.8307074904441833,C,-2.21811091248933
Shilique Calhoun,OLB,Travis Kelce,TE,SLANT,-13.495177030563354,0.6508375406265259,I,0.335313570581678
Nick Nelson,CB,Chris Conley,WR,HITCH,1.8454790115356445,0.7631717324256897,C,-2.0820909830869
Kendall Fuller,CB,Jared Cook,TE,FLAT,-4.860961437225342,0.8856937885284424,C,0.0134330359080066
Daniel Sorensen,SS,Jalen Richard,RB,ANGLE,-0.3747999668121338,0.8957517147064209,C,-0.9328171222952341
Daniel Sorensen,SS,Jalen Richard,RB,OUT,1.7102599143981934,0.9195699691772461,I,0.19023770187772
Eric Murray,FS,Seth Roberts,WR,POST,21.37405574321747,0.30141881108283997,I,0.3728642139561889
Daniel Sorensen,SS,Jordy Nelson,WR,HITCH,-12.058061361312866,0.8936465382575989,C,-1.2168075489735402
Ron Parker,FS,Jalen Richard,RB,FLAT,-1.913219690322876,0.9518077373504639,C,-0.444757584568399
Trumaine Johnson,CB,Corey Davis,WR,IN,42.46109277009964,0.18707571923732758,I,0.552253840094185
Logan Ryan,CB,Quincy Enunwa,WR,FLAT,3.127562999725342,0.8719977736473083,C,0.0490736578266755
Adoree' Jackson,CB,Robby Anderson,WR,OUT,-0.9747087955474854,0.8606293797492981,C,-0.877752631236027
Adoree' Jackson,CB,Robby Anderson,WR,GO,0.3367999568581581,0.009045522660017014,I,1.40042952321702
Trumaine Johnson,CB,Cameron Batson,WR,SLANT,39.79565501213074,0.35839271545410156,IN,6.944835852798869
Frankie Luvu,LB,Dion Lewis,RB,FLAT,1.0140597820281982,0.9650600552558899,C,0.90743418963292
Darron Lee,ILB,Corey Davis,WR,HITCH,-5.428636074066162,0.8898802995681763,C,0.20232515746174998
Darron Lee,ILB,Derrick Henry,RB,ANGLE,-0.9675800800323486,0.8357213139533997,C,0.12362330835884401
Frankie Luvu,LB,Dion Lewis,RB,SCREEN,0.17354488372802734,0.9832823872566223,C,1.56061630416783
Harold Landry,OLB,Isaiah Crowell,RB,OUT,-2.837437391281128,0.8871230483055115,C,0.0630721347688479
Harold Landry,OLB,Trenton Cannon,RB,FLAT,-0.40754079818725586,0.9852303862571716,C,0.459622938200074
Adoree' Jackson,CB,Robby Anderson,WR,CROSS,19.23379898071289,0.7572061419487,C,-1.48505763805426
Adoree' Jackson,CB,Robby Anderson,WR,OUT,-1.869550347328186,0.41722550988197327,C,-1.52571754950181
Malcolm Butler,CB,Andre Roberts,WR,HITCH,1.2536346912384033,0.7296684384346008,C,-0.900758681282216
Derrick Morgan,OLB,Chris Herndon,TE,FLAT,-0.1216590404510498,0.9432434439659119,C,-0.6464432763263461
Adoree' Jackson,CB,Quincy Enunwa,WR,SCREEN,-0.18960833549499512,0.9706206917762756,C,0.0657974443324765
Jayon Brown,ILB,Isaiah Crowell,RB,FLAT,42.524129152297974,0.49693673849105835,I,0.412824498469755
Kenny Vaccaro,SS,Elijah McGuire,RB,ANGLE,13.702034950256348,0.7299039363861084,I,0.949693300175354
Trumaine Johnson,CB,Cameron Batson,WR,CROSS,10.163158178329468,0.7765498757362366,C,-0.932422399053749
Trumaine Johnson,CB,Tajae Sharpe,WR,CROSS,-1.1887907981872559,0.858869731426239,I,1.63609499314772
Jamal Adams,SS,Corey Davis,WR,SCREEN,0.02931952476501465,0.9866166114807129,I,0.45232429655045897
Jamal Adams,SS,MyCole Pruitt,TE,FLAT,1.8124282360076904,0.844865620136261,C,1.45072762761215
Avery Williamson,ILB,Derrick Henry,RB,FLAT,5.262500047683716,0.8782722353935242,C,1.33607225689038
Sharif Finch,OLB,Isaiah Crowell,RB,SCREEN,-0.8178055286407471,0.9393213987350464,C,0.511183236043161
Avery Williamson,ILB,Anthony Firkser,TE,OUT,0.8814215660095215,0.877065896987915,C,0.0049228473043707605
Frankie Luvu,LB,Corey Davis,WR,POST,-20.97378969192505,0.8585034608840942,C,-1.34445533573241
Darryl Roberts,CB,Anthony Firkser,TE,CROSS,-1.019531488418579,0.9517662525177002,C,-2.7569730307026203
Derrick Morgan,OLB,Josh McCown,QB,,11.6201545111835,0.01431234646588564,I,0.4026888647592489
Logan Ryan,CB,Chris Herndon,TE,CROSS,17.180538177490234,0.4023502469062805,I,1.52595229880784
Avery Williamson,ILB,Corey Davis,WR,IN,-12.774014472961426,0.872835099697113,I,0.9263280684934391
Trumaine Johnson,CB,Corey Davis,WR,OUT,40.936996042728424,0.22584258019924164,I,1.62121978276753
Harold Landry,OLB,Quincy Enunwa,WR,SCREEN,0.11282563209533691,0.969319224357605,I,1.0044882537511801
Morris Claiborne,CB,Tajae Sharpe,WR,CROSS,-0.29016733169555664,0.8315367698669434,C,-1.83029032941011
Trumaine Johnson,CB,Tajae Sharpe,WR,CORNER,3.06282639503479,0.6349453926086426,C,-1.50531348724523
Avery Williamson,ILB,Jonnu Smith,TE,CROSS,4.173314571380615,0.5374115109443665,C,-0.709928349017909
Derrick Morgan,OLB,Jordan Leggett,TE,FLAT,0.5918800830841064,0.9491893649101257,C,0.000100977416522818
Adoree' Jackson,CB,Isaiah Crowell,RB,FLAT,-0.2663135528564453,0.8601511716842651,C,0.470800409140461
Adoree' Jackson,CB,Robby Anderson,WR,HITCH,41.84980243444443,0.09995074570178986,C,-0.864676382484095
Jayon Brown,ILB,Chris Herndon,TE,CROSS,1.2773871421813965,0.8495163917541504,I,0.332765870543753
Kevin Byard,FS,Jordan Leggett,TE,FLAT,0.09984374046325684,0.948036253452301,C,-1.28247453371486
Malcolm Butler,CB,Robby Anderson,WR,CROSS,63.754864037036896,0.20037810504436493,I,0.456512261701882
Malcolm Butler,CB,Quincy Enunwa,WR,GO,0.679423101246357,0.023693231865763664,I,1.02740797512001
Darron Lee,ILB,Jonnu Smith,TE,SCREEN,-0.20257234573364258,0.9661403298377991,C,-1.16626076124002
Darryl Roberts,CB,Taywan Taylor,WR,POST,-30.775639414787292,0.6478796005249023,I,0.8760343447064499
Trumaine Johnson,CB,Darius Jennings,WR,CORNER,-0.7818419486284256,0.054810501635074615,I,1.76633107106134
Adoree' Jackson,CB,Quincy Enunwa,WR,HITCH,1.7615079879760742,0.5922465920448303,I,0.507887879576797
Adoree' Jackson,CB,Robby Anderson,WR,GO,12.218260765075684,0.3501330614089966,I,1.2916638831539
Morris Claiborne,CB,Taywan Taylor,WR,GO,-2.8465569019317627,0.3059598505496979,C,-2.6597553470511803
Morris Claiborne,CB,Tajae Sharpe,WR,,56.690603494644165,0.2652089595794678,I,-0.516259435432915
Darron Lee,ILB,Jonnu Smith,TE,CROSS,20.81582546234131,0.6047407388687134,I,0.8823980837607421
Malcolm Butler,CB,Elijah McGuire,RB,FLAT,-0.08423924446105957,0.9745348691940308,C,1.7641355711101898
Darryl Roberts,CB,Taywan Taylor,WR,POST,11.629179120063782,0.30073609948158264,C,-3.3409391405788
Avery Williamson,ILB,Dion Lewis,RB,OUT,0.332564115524292,0.8642594218254089,I,0.162351840314307
Buster Skrine,CB,Tajae Sharpe,WR,POST,33.58839303255081,0.2337055653333664,I,0.985909910398725
Wesley Woodyard,ILB,Isaiah Crowell,RB,FLAT,-3.06742787361145,0.8566169142723083,C,0.12285719862006901
Kenny Vaccaro,SS,Chris Herndon,TE,SLANT,3.5509705543518066,0.5900149941444397,I,1.35981072923877
Jamal Adams,SS,Taywan Taylor,WR,OUT,-0.9109735488891602,0.9309043288230896,C,0.0449402170779989
Jordan Jenkins,OLB,Jonnu Smith,TE,OUT,-1.9381672143936157,0.38488510251045227,I,0.680218293723581
Trumaine Johnson,CB,Taywan Taylor,WR,GO,-4.398077726364136,0.23357850313186646,I,1.21339539306797
Buster Skrine,CB,Tajae Sharpe,WR,CORNER,-9.468638896942139,0.47441911697387695,I,0.22167286801294897
Rashard Robinson,CB,Anthony Firkser,TE,POST,-1.0724186897277832,0.8859153985977173,C,-1.4103991291955802
Buster Skrine,CB,Tajae Sharpe,WR,OUT,6.6757261753082275,0.8412265181541443,C,-0.0660387697972582
Darron Lee,ILB,Dion Lewis,RB,GO,-1.7379462718963623,0.08434205502271652,I,0.35093141800806604
Avery Williamson,ILB,Corey Davis,WR,HITCH,-0.6037652492523193,0.9178524613380432,C,-3.27701753693778
Wesley Woodyard,ILB,Chris Herndon,TE,POST,-12.955236434936523,0.9203909635543823,C,-0.45188948447253996
Malcolm Butler,CB,Chris Herndon,TE,GO,-1.3811629265546799,0.07126016914844513,IN,1.8487320389467001
Kyle Van Noy,OLB,Dalvin Cook,RB,FLAT,-0.7837474346160889,0.9113187789916992,I,0.5519619415420369
Stephon Gilmore,CB,Stefon Diggs,WR,SCREEN,8.717447519302368,0.86156165599823,C,1.28105589307811
Eric Kendricks,MLB,Julian Edelman,WR,CROSS,56.3890814781189,0.314971387386322,I,0.540663104570926
Mackensie Alexander,CB,Julian Edelman,WR,SLANT,-13.002634048461914,0.7786728143692017,C,-0.305473672512572
Mackensie Alexander,CB,Cordarrelle Patterson,WR,FLAT,-0.5471944808959961,0.9296529293060303,C,-1.41072093431469
Eric Kendricks,MLB,Rex Burkhead,RB,FLAT,-3.7356674671173096,0.9170483350753784,C,-0.875592474004657
Devin McCourty,FS,Dalvin Cook,RB,FLAT,0.37460923194885254,0.8479738831520081,C,0.18456948796402398
Patrick Chung,SS,Kyle Rudolph,TE,FLAT,-0.09213685989379883,0.8837394714355469,C,-0.634257239974533
Duron Harmon,FS,Adam Thielen,WR,SLANT,15.19884169101715,0.4385093152523041,I,1.18352892481709
Harrison Smith,FS,Julian Edelman,WR,IN,61.10262870788574,0.13330721855163574,I,0.8319257598464079
Eric Kendricks,MLB,Julian Edelman,WR,HITCH,-4.053068161010742,0.6254869103431702,I,1.71693626442182
Jason McCourty,CB,C.J. Ham,FB,FLAT,0.7655322551727295,0.844620406627655,C,0.37315354079391494
Dont'a Hightower,MLB,Dalvin Cook,RB,ANGLE,-0.6248593330383301,0.8233330845832825,C,-1.91525247294197
Kyle Van Noy,OLB,Dalvin Cook,RB,OUT,-2.0676255226135254,0.7625737190246582,C,0.7253671084958578
Kyle Van Noy,OLB,C.J. Ham,FB,ANGLE,-8.41929316520691,0.907848060131073,C,0.42578091256725104
Duron Harmon,FS,Dalvin Cook,RB,OUT,-7.214164733886719,0.7768586874008179,I,1.6359960690749198
Eric Kendricks,MLB,James White,RB,SCREEN,3.5616517066955566,0.7566467523574829,C,0.332725648788839
Anthony Barr,OLB,James White,RB,CROSS,-6.588876247406006,0.9603927135467529,C,-2.06425006696332
Eric Kendricks,MLB,James White,RB,SCREEN,-0.7547557353973389,0.9657889604568481,C,-0.8026180456958979
Anthony Barr,OLB,Rex Burkhead,RB,SCREEN,0.32242536544799805,0.946045458316803,C,-0.256215027017879
Eric Kendricks,MLB,James White,RB,OUT,18.725091218948364,0.6527094841003418,C,-0.860013713756777
Eric Kendricks,MLB,Julian Edelman,WR,HITCH,-2.193516492843628,0.9374514222145081,C,-0.0540424670084372
Anthony Harris,FS,Julian Edelman,WR,FLAT,50.94092786312103,0.43288466334342957,I,0.8427769748679209
J.C. Jackson,DB,Dalvin Cook,RB,FLAT,0.11698603630065918,0.9121358394622803,C,0.196035697431999
Patrick Chung,SS,Stefon Diggs,WR,HITCH,-2.786828391253948,0.044033218175172806,I,0.7230329194363501
Kyle Van Noy,OLB,Latavius Murray,RB,FLAT,-2.0403265953063965,0.9225963950157166,C,1.191015144397
Anthony Harris,FS,Rob Gronkowski,TE,CROSS,-18.90738308429718,0.5300280451774597,C,0.327952812730465
Elandon Roberts,MLB,Stefon Diggs,WR,IN,-12.14333176612854,0.8553574085235596,C,-0.7574939472468241
Patrick Chung,SS,Kyle Rudolph,TE,GO,11.387884616851807,0.3276298940181732,C,-1.136342381097
Dont'a Hightower,MLB,Aldrick Robinson,WR,SLANT,-13.997650146484375,0.677359938621521,C,-0.536142782652437
Kyle Van Noy,OLB,Dalvin Cook,RB,FLAT,1.2867867946624756,0.9235388040542603,C,0.17188423858632598
John Simon,DE,Stefon Diggs,WR,SCREEN,-0.04519224166870117,0.9096816182136536,C,-0.8404938969666579
Devin McCourty,FS,Adam Thielen,WR,CORNER,-21.548637747764587,0.7105144262313843,C,-2.55787259817732
Eric Kendricks,MLB,Rob Gronkowski,TE,SLANT,-12.538450956344604,0.9216610789299011,C,-0.045074687366060996
Eric Kendricks,MLB,James White,RB,ANGLE,-15.333402156829834,0.8257784247398376,C,-0.6760927113614711
Anthony Barr,OLB,James White,RB,FLAT,0.5860626697540283,0.9303801655769348,I,0.9067363548927709
Mackensie Alexander,CB,James White,RB,SCREEN,-0.6682932376861572,0.8107446432113647,I,1.73822703866121
Devin McCourty,FS,Dalvin Cook,RB,FLAT,4.216814041137695,0.5816916227340698,C,0.24900080809700798
Devin McCourty,FS,Adam Thielen,WR,GO,-26.84776484966278,0.5645223259925842,I,1.58855361677334
Harrison Smith,FS,Cordarrelle Patterson,WR,CORNER,-29.17546033859253,0.751420259475708,C,-2.05035483297821
Anthony Barr,OLB,James Develin,FB,FLAT,-0.2989828586578369,0.8654294610023499,C,-0.950747550820522
Anthony Barr,OLB,James White,RB,ANGLE,-1.5111029148101807,0.9276370406150818,C,0.06233833118138901
Mackensie Alexander,CB,Chris Hogan,WR,FLAT,14.02280330657959,0.7900531888008118,C,-1.9781332342747802
Eric Kendricks,MLB,James White,RB,SCREEN,-0.0019609928131103516,0.9763131737709045,C,0.306509380578039
Mackensie Alexander,CB,Rob Gronkowski,TE,HITCH,18.75077486038208,0.255497545003891,I,1.1838914923841002
